p243752	v729
p115802	v1452
p177335	v199
p24171	v486
p154970	v1931
p104654	v188
p222962	v188
p70506	v1148
p284629	v2529
p112984	v642
p60570	v181
p88007	v1390
p39885	v735
p235523	v612
p147644	v1885
p10156	v188
p214370	v1896
p164344	v2030
p217334	v1986
p65387	v216
p230636	v292
p92027	v1415
p134441	v1759
p196175	v1558
p127248	v788
p69194	v278
p28334	v566
p171783	v183
p224149	v203
p244175	v758
p115466	v1597
p21479	v462
p252660	v1473
p58692	v1071
p62224	v188
p186992	v598
p109565	v300
p7416	v127
p277443	v352
p204949	v2286
p219998	v169
p255815	v1907
p152723	v1907
p139963	v892
p175812	v188
p155098	v1935
p100493	v1488
p101212	v1494
p158212	v1966
p57776	v1050
p177403	v199
p101068	v1492
p192263	v2123
p4650	v83
p152558	v1907
p74219	v1189
p153506	v544
p67253	v238
p196631	v621
p73880	v1181
p240665	v2389
p137437	v1778
p237835	v621
p273772	v602
p229312	v592
p234738	v345
p226929	v1108
p214036	v1896
p9209	v173
p5875	v99
p196416	v386
p247964	v802
p135784	v1766
p156610	v1946
p135146	v483
p20611	v461
p184216	v1127
p21646	v462
p212214	v1843
p5101	v87
p110492	v1151
p239793	v2146
p10163	v188
p124164	v460
p36239	v667
p114072	v1581
p279553	v370
p162035	v1995
p146551	v1874
p282211	v632
p204503	v2281
p269916	v578
p199694	v2168
p179603	v210
p277077	v343
p60613	v182
p169908	v566
p132156	v813
p16551	v370
p8136	v140
p195220	v373
p262224	v2476
p207486	v2292
p259276	v2459
p260838	v2473
p190383	v2122
p87645	v1382
p32334	v317
p165378	v2047
p105769	v200
p145266	v1850
p38180	v704
p212336	v1843
p134903	v831
p163510	v2014
p87635	v1382
p3248	v57
p118000	v1629
p88915	v1392
p215380	v1020
p222251	v188
p44567	v802
p144289	v1843
p48378	v862
p142183	v1832
p93165	v1423
p43984	v796
p175413	v188
p110942	v1548
p148658	v1887
p74732	v1205
p66928	v237
p9282	v177
p10499	v188
p186898	v1538
p87221	v1375
p212653	v1843
p217740	v2333
p163617	v2014
p90895	v1412
p160964	v1986
p14130	v289
p132953	v1750
p60183	v1084
p267477	v1513
p153430	v131
p232565	v339
p230192	v597
p211222	v886
p101778	v1497
p103865	v188
p150431	v116
p191783	v345
p60886	v188
p158003	v1966
p57329	v1044
p107600	v589
p129119	v1723
p9040	v170
p222381	v188
p78988	v1232
p238819	v1196
p278817	v616
p169457	v565
p174480	v188
p236833	v1178
p7910	v131
p250618	v2363
p197137	v630
p249527	v2348
p139488	v1814
p237074	v2383
p114352	v1585
p120019	v442
p91505	v1415
p17248	v403
p134661	v1760
p139679	v1817
p43570	v791
p137478	v1778
p112865	v1576
p126712	v785
p93554	v1429
p160256	v1986
p199379	v2165
p108227	v1530
p190094	v340
p241704	v2324
p243069	v691
p247669	v1723
p263485	v566
p14075	v286
p207339	v2292
p106674	v1112
p182299	v248
p47029	v832
p196024	v1181
p23351	v483
p71881	v343
p57591	v1050
p218387	v2334
p143122	v516
p240797	v2389
p213840	v1887
p255213	v1907
p230014	v281
p50410	v894
p21911	v465
p224378	v1096
p29592	v188
p29057	v188
p19924	v457
p74053	v379
p123750	v1693
p272924	v289
p270155	v213
p134534	v1760
p111834	v1560
p47356	v838
p264615	v185
p153057	v1911
p6050	v102
p134298	v1756
p133924	v1753
p121556	v1672
p179350	v206
p24491	v490
p95163	v1325
p17269	v403
p135131	v1336
p231542	v2360
p271725	v2507
p194545	v370
p90382	v1406
p34869	v647
p70364	v326
p224306	v1096
p49093	v871
p275664	v329
p110075	v317
p55520	v1016
p12736	v231
p15291	v331
p241541	v2394
p286960	v2562
p171923	v183
p26584	v530
p137358	v1777
p273313	v1540
p219110	v2334
p28637	v566
p169073	v171
p85853	v1348
p168732	v170
p257679	v1048
p14776	v307
p146297	v1870
p236882	v620
p48212	v859
p101907	v1498
p110609	v340
p93980	v480
p230395	v287
p108798	v1537
p115942	v1612
p78129	v1232
p60544	v181
p205037	v2286
p112294	v1192
p246129	v1434
p164821	v2036
p231951	v2362
p221523	v2344
p74520	v1196
p156440	v1946
p5539	v91
p146163	v962
p226926	v1108
p75391	v1231
p4051	v69
p163805	v2018
p63929	v1096
p144566	v1845
p210204	v2309
p164359	v2030
p1238	v24
p237890	v621
p173511	v188
p257602	v1046
p79021	v1233
p99615	v122
p83255	v1322
p111554	v1555
p29696	v573
p138894	v1803
p184765	v1530
p254721	v1907
p100996	v1492
p283102	v1576
p121786	v1677
p261518	v2474
p55272	v1010
p260686	v2473
p269409	v578
p72128	v1156
p162008	v1995
p166917	v2061
p240082	v2162
p225107	v211
p58674	v1071
p15462	v337
p120662	v1661
p76610	v1232
p55556	v1016
p171583	v182
p189029	v326
p172021	v183
p47153	v834
p71800	v343
p220002	v169
p68925	v1133
p157095	v1954
p2456	v49
p269887	v578
p71472	v339
p198935	v2158
p221503	v188
p55465	v1016
p70058	v311
p76209	v1232
p116066	v673
p65967	v228
p275448	v322
p28296	v566
p241720	v2324
p155061	v136
p171185	v2084
p211702	v2316
p111018	v1548
p76176	v1232
p151207	v987
p187524	v302
p25385	v509
p264394	v1507
p230964	v2360
p66253	v1109
p254353	v118
p133369	v1752
p153061	v1911
p11445	v191
p205912	v1726
p165572	v2050
p73321	v1173
p124793	v1699
p199485	v2166
p5706	v95
p157058	v1954
p50	v3
p182230	v248
p237366	v1188
p169897	v566
p110900	v344
p243590	v713
p90039	v1402
p249840	v1765
p218934	v2334
p252990	v1370
p80178	v1234
p261268	v2474
p55143	v1008
p248746	v2347
p38865	v714
p69443	v282
p239453	v1228
p158790	v1966
p177863	v199
p70390	v326
p209971	v843
p129175	v1724
p28862	v570
p163717	v2017
p166320	v2056
p286751	v2556
p184153	v1525
p90964	v1413
p164603	v2032
p217415	v1986
p109827	v307
p136910	v1770
p194438	v370
p164087	v2025
p57363	v1045
p81828	v1304
p139158	v1808
p156333	v1946
p154582	v1925
p242820	v678
p167827	v2078
p225669	v215
p246428	v793
p62910	v198
p214458	v1896
p259059	v2454
p51119	v918
p98815	v1468
p752	v20
p287083	v2565
p11576	v195
p221142	v186
p74113	v383
p73486	v370
p160294	v1986
p29785	v204
p113125	v1579
p81883	v1304
p273090	v1136
p135930	v1766
p280869	v396
p88873	v1392
p42812	v785
p235820	v362
p148757	v1887
p122788	v759
p85348	v73
p230508	v290
p56231	v1024
p262979	v2490
p176274	v188
p145338	v1852
p48071	v591
p274129	v309
p201381	v2199
p89330	v1392
p195370	v375
p31862	v285
p30100	v578
p104850	v188
p219226	v2335
p272389	v2510
p82808	v1315
p136550	v837
p60871	v188
p129674	v1726
p901	v20
p104558	v188
p10316	v188
p71656	v341
p248102	v1727
p188611	v315
p116944	v434
p186	v10
p177346	v199
p43579	v791
p285853	v2531
p9232	v173
p49415	v878
p198143	v2141
p75399	v1231
p30131	v578
p109822	v307
p211729	v1827
p39020	v718
p19166	v437
p153106	v1911
p224410	v1096
p75809	v1231
p115528	v1598
p79774	v1234
p42475	v783
p194406	v370
p110069	v317
p39758	v730
p42060	v779
p34815	v646
p88041	v1390
p115420	v1597
p50399	v894
p110750	v341
p208443	v2293
p20637	v462
p128677	v1723
p137695	v1782
p15350	v334
p169444	v565
p167107	v2062
p114907	v653
p284369	v2529
p9572	v182
p125155	v52
p131889	v1735
p4353	v76
p213448	v1887
p151497	v1898
p4377	v77
p174702	v188
p278800	v616
p117709	v20
p93100	v1421
p144327	v1843
p22128	v468
p192858	v1158
p65326	v213
p210853	v871
p265936	v188
p190604	v342
p230247	v285
p60471	v177
p175219	v188
p89161	v1392
p226940	v584
p158940	v1966
p9857	v186
p280876	v396
p42520	v783
p173586	v188
p244902	v54
p186475	v2114
p17912	v410
p177315	v199
p282794	v1224
p241242	v2312
p263772	v177
p172047	v184
p81666	v1303
p91454	v1415
p71759	v343
p287965	v2599
p72690	v1161
p59928	v566
p81544	v1300
p283218	v2154
p244596	v1695
p144359	v1843
p205556	v2289
p128775	v1723
p20025	v458
p166229	v2056
p239786	v2144
p244758	v770
p166239	v2056
p179011	v1096
p222292	v188
p130207	v1728
p8839	v166
p237564	v385
p55154	v1008
p138511	v1793
p122825	v759
p137406	v1778
p28846	v569
p41881	v775
p66245	v1109
p4342	v75
p231860	v1148
p55239	v1009
p205454	v2289
p35372	v652
p252951	v531
p13538	v262
p28303	v566
p2055	v39
p59684	v170
p42331	v782
p223262	v193
p111144	v347
p9480	v181
p126675	v785
p52697	v961
p229080	v269
p216232	v1986
p89560	v1397
p213752	v1887
p246939	v1723
p35159	v650
p31525	v595
p48016	v857
p116638	v1622
p30793	v579
p114278	v3
p176565	v188
p245504	v2406
p114764	v652
p221172	v188
p137217	v1776
p38523	v711
p255387	v1907
p79441	v1234
p73933	v1181
p167654	v2076
p224669	v1096
p176234	v188
p6608	v108
p180752	v225
p149033	v1886
p22040	v467
p282549	v1201
p128937	v1723
p147260	v975
p157468	v1959
p271872	v265
p50562	v898
p39640	v728
p153123	v1911
p4970	v87
p24284	v487
p56690	v1025
p32961	v345
p47271	v837
p136216	v1766
p269003	v578
p20207	v459
p201745	v2222
p47425	v838
p103380	v188
p218960	v2334
p99387	v118
p218684	v2334
p122442	v1685
p90390	v1406
p131554	v1325
p65964	v228
p161488	v1990
p69049	v277
p3466	v58
p92555	v1416
p166473	v2056
p210473	v2310
p123346	v1693
p107776	v1525
p238357	v1189
p63692	v1096
p38462	v709
p254889	v1907
p195850	v1180
p87135	v1374
p8462	v150
p42908	v785
p256619	v2443
p288028	v2602
p236709	v2381
p144715	v90
p206275	v1730
p169038	v2081
p130153	v1728
p144015	v1843
p44989	v809
p40316	v745
p111594	v620
p132052	v812
p278686	v616
p54513	v988
p124489	v1697
p54408	v987
p97904	v1459
p161110	v1986
p103508	v188
p142032	v509
p247854	v1723
p253674	v2435
p23551	v483
p133636	v1752
p138844	v1800
p64088	v1096
p265023	v188
p223755	v2349
p275225	v2513
p272271	v2509
p80222	v1234
p100392	v1488
p169020	v2081
p262250	v2476
p106775	v242
p275352	v317
p189518	v1151
p101029	v1492
p212891	v943
p250714	v1800
p224680	v1096
p117565	v20
p208693	v1329
p52799	v964
p227939	v1116
p12868	v238
p121815	v1677
p47891	v857
p219490	v2281
p149146	v1886
p140264	v894
p124571	v1697
p108095	v272
p22868	v475
p73481	v370
p101704	v1496
p233237	v339
p122866	v1689
p101726	v1497
p189655	v2121
p57854	v1052
p80994	v888
p287445	v2578
p256331	v1011
p146162	v962
p203226	v690
p110486	v1151
p39722	v730
p107787	v1525
p41840	v775
p123310	v1693
p179729	v211
p148975	v1887
p23733	v483
p190557	v342
p246473	v793
p78511	v1232
p144582	v1845
p77358	v1232
p271905	v267
p79023	v1233
p192547	v608
p62920	v198
p71713	v1154
p214371	v1896
p113822	v1580
p37157	v688
p81945	v1304
p144593	v1845
p65871	v227
p177720	v199
p213612	v1887
p191056	v342
p40020	v738
p40205	v742
p275454	v322
p16151	v347
p264227	v569
p285251	v2529
p205700	v2291
p33167	v349
p172581	v187
p58444	v1066
p7596	v129
p162830	v2010
p249889	v836
p170559	v1084
p272860	v2114
p98012	v1459
p121300	v738
p125331	v52
p110353	v1545
p287153	v2569
p87745	v1385
p203721	v1309
p239717	v2141
p4331	v75
p57284	v1042
p200247	v2173
p271431	v256
p169304	v173
p259115	v2455
p129974	v1727
p275732	v330
p84859	v1337
p211287	v2313
p216083	v1078
p105567	v193
p20181	v459
p139424	v1812
p207138	v1324
p47076	v832
p109508	v300
p154632	v1021
p90302	v1405
p270103	v578
p100382	v1488
p17218	v403
p193239	v367
p260275	v2473
p205285	v775
p72538	v1161
p75546	v1231
p211500	v2315
p111859	v389
p216197	v1986
p94857	v1436
p262039	v2474
p170777	v177
p105245	v188
p179488	v2094
p107660	v269
p119295	v715
p214496	v1896
p199190	v2162
p163631	v2015
p54888	v1002
p169940	v1084
p147807	v1885
p174380	v188
p80662	v1286
p140682	v1819
p87591	v1382
p153281	v1914
p120300	v1654
p80978	v888
p29490	v188
p144581	v1845
p209114	v2296
p219130	v2334
p87118	v1373
p58697	v1071
p272729	v283
p64901	v210
p134797	v1760
p241825	v1290
p79224	v1234
p271421	v256
p277550	v357
p218480	v2334
p247589	v1723
p75035	v1223
p232846	v339
p59803	v566
p99937	v145
p67753	v1117
p174353	v188
p178651	v2093
p116842	v1623
p276422	v606
p136180	v1766
p129585	v1726
p264926	v188
p280049	v1185
p239539	v1567
p199482	v2165
p74495	v1196
p285507	v2531
p156336	v1946
p210160	v2308
p228186	v251
p79939	v1234
p230899	v2360
p239975	v2154
p146401	v1871
p197194	v1192
p151843	v1904
p185328	v595
p93334	v1428
p124200	v460
p278482	v616
p284075	v2528
p20373	v459
p225398	v1097
p183940	v269
p130903	v1325
p28028	v564
p124027	v459
p88152	v1390
p223884	v2092
p119046	v710
p106106	v204
p97154	v1458
p128586	v1723
p93670	v1431
p116985	v1625
p69335	v282
p145008	v1849
p12408	v223
p282181	v632
p226280	v221
p45495	v817
p229155	v1127
p169011	v2081
p166442	v2056
p121158	v1667
p183868	v269
p93542	v1429
p66652	v234
p164631	v2033
p237819	v621
p183505	v2107
p223933	v2350
p210766	v871
p252651	v101
p196957	v401
p191754	v345
p230347	v1135
p255822	v1907
p118142	v1630
p19429	v444
p113877	v1580
p248087	v1727
p72237	v1157
p237968	v396
p89189	v1392
p256657	v2443
p250309	v2414
p100420	v1488
p282276	v632
p73368	v1173
p279592	v619
p249231	v2413
p88175	v1390
p104052	v188
p84317	v1328
p184336	v271
p274298	v309
p45818	v819
p116546	v17
p221875	v188
p158661	v1966
p217309	v1986
p147606	v1885
p67546	v247
p279903	v1183
p71166	v339
p217647	v2333
p18014	v416
p119214	v714
p104505	v188
p198694	v2154
p181894	v240
p93862	v1432
p221754	v188
p256262	v2441
p229340	v1527
p228065	v250
p230370	v2114
p256877	v1954
p59574	v167
p278940	v1161
p203694	v1309
p976	v20
p133587	v1752
p196004	v1181
p106941	v1117
p244983	v779
p256053	v1002
p109996	v307
p91545	v1415
p194720	v370
p188533	v2120
p138543	v875
p887	v20
p191491	v345
p272487	v275
p132626	v1745
p241937	v2330
p8571	v151
p108568	v283
p118374	v1637
p225883	v220
p196114	v1183
p176990	v198
p152875	v1907
p62543	v1088
p235894	v2373
p98043	v1459
p79855	v1234
p237338	v1188
p203100	v685
p2421	v49
p218232	v2334
p205306	v775
p284973	v2529
p270918	v243
p73388	v1173
p199833	v2168
p183433	v1122
p147745	v1885
p127593	v58
p244772	v2344
p199087	v2160
p53971	v985
p103061	v1505
p108496	v281
p14924	v309
p225022	v210
p205153	v769
p231317	v2360
p71595	v339
p287599	v2583
p169221	v173
p272658	v2358
p100028	v1486
p99562	v1481
p232521	v339
p201594	v636
p68402	v1128
p174023	v188
p190751	v342
p94063	v480
p271999	v589
p218957	v2334
p274310	v309
p215165	v1020
p151615	v1900
p30246	v578
p89725	v1399
p233649	v340
p88958	v1392
p256299	v130
p182396	v1115
p251338	v1822
p200036	v2170
p163420	v2014
p238128	v399
p97958	v1459
p87770	v1386
p213820	v1887
p156236	v1946
p248712	v2347
p16265	v357
p198108	v2141
p124197	v460
p82569	v1312
p79917	v1234
p288061	v2604
p142210	v1832
p231762	v603
p72723	v1161
p155910	v1946
p176532	v188
p59266	v1081
p3666	v63
p127263	v788
p97430	v1459
p170530	v1084
p69968	v1143
p191205	v1155
p108985	v1538
p153782	v1922
p95733	v1446
p127622	v480
p179948	v2095
p208102	v2292
p133324	v1752
p55444	v1016
p39593	v726
p271687	v263
p157540	v1960
p136377	v1767
p199128	v2160
p92251	v1415
p207800	v2292
p135056	v1763
p39576	v725
p268130	v578
p30192	v578
p42467	v783
p68565	v274
p4139	v70
p48214	v859
p258589	v2009
p135398	v1764
p223217	v192
p180927	v227
p134362	v1758
p84173	v1326
p166926	v2061
p122473	v1685
p245802	v480
p163391	v2014
p143481	v1841
p3441	v58
p167828	v2078
p222576	v188
p61109	v188
p116020	v1613
p61126	v188
p117748	v1626
p130181	v1728
p270440	v227
p70461	v328
p188333	v2120
p131946	v1737
p235847	v364
p263021	v167
p169463	v565
p264583	v184
p46649	v829
p17292	v403
p256888	v145
p241379	v2392
p228161	v251
p195168	v373
p255499	v1907
p273670	v302
p8607	v152
p113346	v1579
p174704	v188
p247627	v1723
p253427	v1874
p31060	v260
p288389	v2205
p59127	v1078
p284393	v2529
p263133	v170
p176372	v188
p19982	v458
p91466	v1415
p14546	v302
p12047	v208
p1633	v32
p107383	v1523
p129402	v1726
p172994	v188
p51602	v931
p165895	v2054
p253781	v1882
p2810	v52
p247990	v2346
p215422	v2326
p151134	v987
p118847	v23
p188892	v323
p129193	v1725
p229623	v1133
p183801	v267
p77992	v1232
p260294	v2473
p107084	v256
p89036	v1392
p176262	v188
p186937	v2116
p124659	v48
p214441	v1896
p256629	v2443
p240207	v2176
p218805	v2334
p138492	v1793
p214111	v1896
p258037	v2448
p211266	v887
p69331	v282
p153419	v131
p183232	v256
p180439	v2097
p186477	v2114
p46834	v830
p92614	v1418
p220921	v182
p138540	v874
p118303	v1633
p46177	v826
p166407	v2056
p46020	v822
p35250	v652
p47185	v835
p177614	v199
p28461	v566
p177689	v199
p253842	v1882
p62600	v1089
p221068	v186
p222852	v188
p253216	v1874
p45473	v816
p18992	v432
p111441	v1174
p219954	v168
p88183	v1390
p267574	v212
p118020	v1629
p240776	v2389
p93691	v1431
p48958	v869
p16841	v389
p218003	v2334
p261607	v2474
p9274	v176
p171700	v182
p281927	v2523
p183133	v256
p62207	v188
p67836	v254
p101815	v1499
p134494	v1760
p60364	v1084
p224413	v1096
p129515	v1726
p170961	v2083
p7426	v127
p73817	v1180
p215905	v2329
p279042	v1161
p135038	v1763
p104284	v188
p42762	v785
p47079	v832
p136824	v489
p271634	v262
p170950	v2083
p154119	v1922
p213748	v1887
p27287	v549
p85335	v73
p130509	v1728
p24272	v487
p16430	v367
p223238	v193
p201782	v2222
p145180	v523
p61249	v188
p268372	v578
p98558	v70
p201129	v2187
p94939	v1438
p270271	v1100
p22166	v468
p193128	v367
p97006	v1458
p32349	v317
p65399	v216
p97260	v1459
p269008	v578
p40468	v748
p243154	v698
p56823	v1026
p217731	v2333
p110655	v340
p153015	v1007
p154168	v1922
p230523	v290
p227534	v239
p193774	v2128
p50205	v891
p163878	v2022
p111585	v620
p127040	v1718
p68844	v1132
p207049	v1730
p245629	v2406
p94057	v480
p43805	v793
p261759	v2474
p36417	v670
p110225	v328
p163726	v2017
p61026	v188
p236048	v2376
p174635	v188
p218850	v2334
p30073	v578
p3156	v54
p57680	v1050
p126341	v784
p111970	v389
p90961	v1413
p281477	v2522
p184760	v1530
p145741	v97
p190187	v2122
p277417	v352
p129890	v1727
p115191	v657
p37418	v690
p77258	v1232
p195683	v1180
p197888	v2139
p7235	v123
p233162	v339
p36428	v670
p87329	v1377
p139914	v1818
p107561	v589
p126426	v784
p168043	v2078
p236238	v2379
p129569	v1726
p9756	v184
p137892	v1785
p205848	v1726
p211819	v2318
p230372	v2114
p14362	v300
p213067	v956
p224893	v208
p178953	v1096
p192255	v2123
p203572	v705
p228712	v2108
p9132	v173
p153698	v1389
p172217	v2088
p271662	v263
p122293	v1684
p117831	v21
p101917	v1498
p108358	v1531
p48388	v863
p89302	v1392
p226372	v223
p74582	v1200
p22768	v473
p159074	v1966
p29713	v203
p218318	v2334
p121639	v740
p232868	v339
p91412	v1414
p209641	v2300
p73958	v1181
p108915	v289
p97675	v1459
p99550	v1481
p159595	v1397
p81004	v888
p250923	v2417
p119556	v1651
p246698	v2408
p82178	v1309
p118298	v1633
p176623	v2090
p76707	v1232
p4672	v84
p94953	v1438
p146810	v533
p85671	v85
p212167	v1843
p173756	v188
p994	v20
p230240	v285
p1206	v23
p10709	v188
p209815	v2303
p63628	v1096
p236919	v377
p248260	v2409
p194164	v1163
p94130	v1434
p196850	v2136
p148485	v1886
p112052	v1562
p185043	v593
p277196	v345
p164537	v2030
p255732	v1907
p117488	v20
p63186	v203
p113473	v1579
p128709	v1723
p66346	v1110
p46700	v829
p63786	v1096
p53996	v985
p19315	v442
p62481	v188
p202985	v681
p135793	v1766
p12129	v210
p209079	v2296
p77127	v1232
p234301	v2363
p175853	v188
p211674	v2316
p142845	v931
p58850	v1073
p30347	v578
p133676	v1752
p78541	v1232
p263205	v173
p280217	v2520
p45206	v812
p187314	v297
p143919	v1843
p239411	v1225
p232292	v335
p211760	v1827
p132015	v478
p251181	v890
p164518	v2030
p73941	v1181
p133845	v65
p107948	v1528
p285538	v2531
p108942	v1538
p285019	v2529
p125392	v52
p107738	v1525
p246381	v793
p567	v19
p184235	v2110
p180696	v224
p143024	v1839
p42103	v780
p89799	v1400
p66691	v234
p181083	v229
p87473	v1378
p176909	v196
p183720	v265
p45034	v810
p265117	v188
p34657	v643
p16327	v358
p11851	v203
p67747	v1116
p5512	v91
p112859	v1576
p141397	v87
p92617	v1418
p233577	v340
p125784	v55
p170953	v2083
p89671	v1399
p276584	v339
p152677	v1907
p135684	v835
p269466	v578
p271781	v1523
p30251	v578
p115817	v668
p258782	v2452
p95540	v1441
p137208	v1776
p126134	v1716
p21866	v464
p140612	v1819
p210881	v873
p145012	v1849
p139935	v81
p28070	v157
p273055	v1136
p197089	v625
p45081	v811
p86590	v91
p166193	v2056
p45296	v812
p175384	v188
p13476	v257
p138421	v1791
p198592	v2151
p258385	v1491
p105180	v188
p274446	v309
p6626	v108
p203422	v690
p165724	v2052
p270096	v578
p9931	v187
p220800	v181
p129416	v1726
p35480	v653
p178852	v1096
p56434	v1024
p102771	v566
p230827	v2360
p121951	v751
p1918	v36
p93585	v1429
p236683	v2380
p210174	v2308
p268860	v578
p9372	v178
p219587	v155
p87299	v1376
p229136	v1525
p220217	v566
p163362	v2014
p65739	v226
p244569	v1695
p90431	v1406
p101550	v1495
p218053	v2334
p112950	v1578
p276481	v606
p130759	v1325
p273322	v1540
p70608	v1148
p243319	v1640
p58688	v1071
p9899	v187
p10290	v188
p158492	v1966
p105415	v188
p31454	v595
p279999	v2519
p109407	v294
p75757	v1231
p280601	v2135
p246096	v1434
p73768	v1180
p227914	v1116
p202161	v419
p28922	v188
p30117	v578
p12243	v214
p284074	v2528
p23970	v486
p212142	v937
p23061	v476
p283170	v2149
p180517	v221
p130111	v1728
p73683	v1179
p175568	v188
p84732	v1335
p183265	v1119
p4801	v87
p49355	v876
p73331	v1173
p72319	v357
p276359	v606
p163540	v2014
p67232	v238
p75528	v1231
p5129	v87
p272504	v275
p127978	v798
p126091	v1716
p252745	v964
p275406	v1145
p245172	v781
p244981	v779
p124701	v49
p104532	v188
p86175	v1356
p149145	v1886
p166496	v2056
p111265	v1551
p88609	v1392
p68798	v1132
p276058	v2362
p170426	v1084
p76951	v1232
p52124	v944
p123909	v459
p188324	v2120
p176969	v198
p221223	v188
p265944	v188
p70420	v326
p97741	v1459
p174562	v188
p97809	v1459
p115704	v1605
p46999	v831
p118973	v709
p37420	v690
p64556	v1096
p273919	v305
p59122	v1078
p259945	v2473
p260284	v2473
p48132	v858
p131480	v1325
p187121	v599
p162202	v1999
p121859	v1678
p54134	v986
p10370	v188
p187204	v294
p242726	v1617
p24375	v489
p115995	v1613
p164725	v2034
p82731	v1315
p28460	v566
p103553	v188
p279290	v1161
p104449	v188
p127634	v59
p272571	v277
p270150	v213
p37115	v688
p154768	v135
p125699	v1709
p68291	v270
p76637	v1232
p238921	v1204
p248845	v2347
p12603	v227
p200132	v2172
p171132	v2084
p66112	v229
p154835	v1930
p145927	v526
p104832	v188
p170853	v2083
